rank,rank_change,rank_trend,company_name_category,visitor_reviews,blog_reviews,n1,n2,n3,sum,visitor_reviews_change,blog_reviews_change,n1_change,n2_change,n3_change
37,4,3,강남엔터치과의원,243,837,0.393421,0.247877,0.407168,1.048466,41,-14,0.061181,-0.006486,0.022597
38,9,1,사람사랑치과의원,424,257,0.393421,0.243162,0.406813,1.043396,-,2,0.061181,0.01966,0.024571
39,1,1,푸른나무치과의원,301,307,0.393421,0.241937,0.40672,1.042078,4,-,0.061181,0.003629,0.023361
40,10,1,화이트스타일치과의원Hot,277,165,0.393421,0.241359,0.406676,1.041456,3,-,0.061181,0.028393,0.02523
41,4,1,닥터프라임치과의원,208,110,0.393421,0.239493,0.406536,1.03945,-,-1,0.061181,0.011644,0.023966
42,5,3,미유치과의원,157,882,0.393421,0.238684,0.406475,1.03858,3,-12,0.061181,-0.00771,0.022506
43,10,1,뉴욕연세치과의원Hot,565,1302,0.393421,0.235369,0.406224,1.035014,6,7,0.061181,0.026165,0.025062
44,33,1,원치과의원Hot,294,1164,0.393421,0.429884,0.406023,1.229328,14,851,0.061181,0.128145,0.032759
45,6,3,원데이치과의원 제2관,48,309,0.393421,0.228412,0.405699,1.027532,2,-,0.061181,-0.011416,0.022225
46,10,3,서울위드치과의원,282,11,0.393376,0.228523,0.40569,1.027589,-,-,0.061181,-0.018807,0.021667
47,2,1,크림치과의원,233,14,0.393376,0.228497,0.405689,1.027562,1,-,0.061181,0.013278,0.02409
48,3,1,비타바른이치과의원,496,943,0.393421,0.219063,0.404994,1.017478,-,13,0.061181,0.006503,0.023578
49,8,1,강남애프터치과의원,458,222,0.393421,0.218003,0.404914,1.016338,4,15,0.061181,0.030085,0.025358
50,4,3,워싱턴치과교정과치과의원,301,90,0.393421,0.217497,0.404876,1.015794,4,81,0.061181,-0.00941,0.022377
51,11,1,화이트이치과의원 강남Hot,209,386,0.393421,0.282947,0.404771,1.081139,3,-10,0.061181,0.036338,0.02583
52,4,3,스마일어게인치과교정과치과의원 강남점,116,10,0.393421,0.211603,0.404431,1.009455,-,-,0.061181,-0.006165,0.022622
53,9,3,제아치과의원,674,1661,0.393421,0.20998,0.404308,1.007709,-29,6,0.061181,-0.01831,0.021705
54,12,3,베스트덴치과의원,233,8,0.393376,0.20531,0.403939,1.002625,1,-,0.061181,-0.025928,0.021131
55,0,2,런던치과의원,156,2,0.393376,0.198556,0.403429,0.995361,-,-,0.061181,0.006313,0.023564
56,3,1,스마일존치과의원,79,47,0.393421,0.197332,0.403354,0.994107,-,9,0.061181,0.012535,0.024034
57,14,3,강남더블유치과의원,582,3029,0.393421,0.420365,0.403352,1.217138,11,864,0.061181,-0.033491,0.020559
58,6,3,수바른이치과의원,199,4,0.393376,0.202999,0.403292,0.999667,-,-,0.061181,-0.014037,0.022028
59,5,3,강남클리어치과의원,1668,116,0.393421,0.191079,0.402882,0.987382,36,-,0.061181,-0.002417,0.022905
60,4,3,오르세치과의원,477,356,0.393421,0.231408,0.402496,1.027325,-,-,0.061181,-0.003754,0.022804
61,3,1,기쁜마음치과의원,226,236,0.393421,0.178228,0.401912,0.973561,2,-,0.061181,0.005523,0.023504
62,2,3,미켈란치과의원,427,200,0.393421,0.175017,0.40167,0.970108,-,5,0.061181,-0.006045,0.022631
63,5,3,서울에스타운치과의원,69,1,0.393376,0.17485,0.40164,0.969866,-,-,0.061181,-0.010531,0.022293
64,5,1,서울아트치과의원,85,4,0.393376,0.173481,0.401536,0.968393,-,-,0.061181,0.01991,0.02459
65,7,1,오리진치과의원,87,6,0.393376,0.172448,0.401458,0.967282,-,-,0.061181,0.02153,0.024712
66,1,3,헤리치과의원 강남점,229,533,0.393421,0.170312,0.401314,0.965047,27,2,0.061181,-0.001097,0.023004
67,4,3,이선국치과의원,60,2,0.393376,0.166841,0.401035,0.961252,-,-,0.061181,-0.012908,0.022113
68,2,3,강남믿음치과의원,105,4,0.393376,0.165891,0.400963,0.96023,3,-,0.061181,-0.003391,0.022831
69,1,3,서울예인치과의원,68,1,0.393376,0.165395,0.400926,0.959697,-,-,0.061181,0.005218,0.023481
70,9,3,하늘사랑치과의원,367,386,0.393421,0.231883,0.400917,1.026221,-,-,0.061181,-0.015671,0.021905
71,0,2,김앤이치과의원,146,5,0.393421,0.198683,0.400585,0.992689,1,-,0.061181,0.009738,0.023822
72,5,3,강남젠틀치과의원,271,32,0.393421,0.226588,0.400182,1.020191,6,-,0.061181,-0.009615,0.022362
73,1,1,사과나무치과의원,137,365,0.393421,0.185091,0.399149,0.977661,1,32,0.061181,0.004927,0.023459
74,1,3,연세미치과의원 강남점,34,1,0.393376,0.139469,0.398969,0.931814,-,-,0.061181,0.000154,0.023098
75,5,3,제아치과의원 별관,4,77,0.393421,0.130879,0.398338,0.922638,-,-,0.061181,-0.021003,0.021502
76,1,3,보아치과의원,615,263,0.393421,0.115259,0.397159,0.905839,6,2,0.061181,-0.007074,0.022553
77,3,1,라윤영치과의원,22,0,0.393421,0.111813,0.396899,0.902133,-,-,0.061181,0.009588,0.02381
78,4,1,누가치과의원,17,0,0.393376,0.103881,0.396284,0.893541,-,-,0.061181,0.008804,0.023752
79,3,3,예손치과의원,34,4,0.393376,0.103108,0.396225,0.892709,-,-,0.061181,-0.013409,0.022075
80,2,3,스타서울치과의원,30,1,0.393376,0.102889,0.396209,0.892474,-,-,0.061181,-0.00157,0.022969
81,0,2,BF라인치과의원,46,106,0.393376,0.099946,0.395986,0.889308,-,-,0.061181,0.004285,0.02341
82,3,3,이가치과의원,17,2,0.393376,0.09959,0.39596,0.888926,-,-,0.061181,-0.004035,0.022783
83,0,2,루센트치과의원 신논현,1662,4283,0.393421,0.432748,0.39579,1.221959,56,453,0.061181,0.005631,0.023512
84,1,1,서울바름치과,7,0,0.393376,0.05989,0.392963,0.846229,-,-,0.061181,-0.0097,0.022355
85,4,1,강남영치과의원,20,18,0.393421,0.058976,0.392912,0.845309,-,-,0.061181,0.010964,0.023915
86,4,1,서울서이치과의원,619,553,0.393421,0.244804,0.392851,1.031076,10,8,0.061181,0.012475,0.024029
87,3,3,서울심미치과의원,809,1565,0.393376,0.354174,0.392737,1.140287,16,74,0.061181,-0.012712,0.022128
88,2,3,백영완치과의원,64,1,0.393421,0.159259,0.392708,0.945388,1,-,0.061181,-0.008669,0.022433
89,1,3,하얀치과의원,6,4,0.393376,0.067472,0.391895,0.852743,-,-,0.061181,-0.014744,0.021974
90,3,3,2D치과의원,1670,679,0.393376,0.394576,0.391698,1.17965,29,11,0.061181,-0.018409,0.021698
91,1,1,양치과의원,138,17,0.393376,0.192054,0.390675,0.976105,-,-,0.061181,0.000405,0.023117
92,1,1,센트럴치과의원 강남점,229,332,0.393421,0.260689,0.390357,1.044467,10,2,0.061181,0.000417,0.023119
93,2,3,에이아이치과의원,0,0,0.393376,0.04351,0.389901,0.826787,-,-,0.061181,-0.010875,0.022266
94,0,2,미시간D치과,2,1,0.393376,0.01842,0.389834,0.80163,-,-,0.061181,-0.002591,0.022892
95,0,2,박형국치과,0,0,0.393376,0.016211,0.389667,0.799254,-,-,0.061181,-0.002714,0.022882
96,0,2,연세에이플란트치과의원,168,1539,0.393421,0.200188,0.387554,0.981163,1,54,0.061181,-0.00614,0.022624
97,41,1,한성익의원 치과의원Hot,34,1,0.366346,0.112316,0.38672,0.865382,-,-,0.241558,0.006079,0.091612
98,1,3,덴탑치과의원,119,4,0.393421,0.156783,0.38602,0.936224,1,-,0.061181,-0.00624,0.022617
99,1,1,미니쉬치과의원 강남점,133,2676,0.393421,0.451907,0.385816,1.231144,2,670,0.061181,0.029159,0.025287
100,2,3,지앤미치과의원 강남점,38,1,0.393376,0.113678,0.385519,0.892573,-,-,0.061181,0.000797,0.023148
101,2,3,서울시카고치과의원,48,0,0.393376,0.108598,0.383967,0.885941,-,-,0.061181,0.002293,0.02326
102,1,3,이성일치과의원,15,0,0.393376,0.091754,0.383679,0.868809,-,-,0.061181,0.009356,0.023794
103,1,3,최낙준치과의원,48,2,0.393376,0.169146,0.381052,0.943574,-1,-,0.061181,-0.008151,0.022472
104,0,2,박영준치과의원,41,1,0.393376,0.124414,0.380136,0.897926,1,-,0.061181,-0.005807,0.022649
105,2,3,라이브치과병원 서울강남,1940,8137,0.393421,0.335916,0.379841,1.109178,25,-516,0.061181,-0.01411,0.022023
106,2,1,강남유레카치과의원,235,1986,0.393421,0.452941,0.378279,1.224641,-1,552,0.061181,0.030983,0.025425
107,2,3,르치과의원 신논현,233,238,0.393421,0.236502,0.378181,1.008104,-,-,0.061181,-0.005527,0.02267
108,1,3,이미지치과의원,209,12,0.393376,0.217391,0.377904,0.988671,1,-,0.061181,0.009404,0.023797
109,3,3,황인준치과의원,71,1,0.393376,0.15616,0.37734,0.926876,1,-,0.061181,-0.000561,0.023045
110,1,3,포샤르플란트치과의원,129,0,0.393376,0.155468,0.372361,0.921205,-,-,0.061181,-0.013082,0.0221
111,0,2,스마일뷰치과의원,323,385,0.393421,0.262782,0.37173,1.027933,4,-4,0.061181,0.008323,0.023715
112,2,3,서울 혜치과의원,124,129,0.393421,0.171971,0.371241,0.936633,1,-,0.061181,-0.020291,0.021556
113,1,3,서울매스티지치과의원,446,3635,0.393376,0.248075,0.369659,1.01111,1,47,0.061181,-0.00144,0.022979
114,1,3,고운이치과의원,46,3,0.393376,0.199927,0.367405,0.960708,-,-,0.061181,0.009665,0.023817
115,1,3,강남 e편한치과,1,3,0.393376,0.08635,0.367171,0.846897,-2,-,0.061181,0.014685,0.024195
116,1,3,연세티스치과의원 강남점,229,2,0.393376,0.197807,0.365208,0.956391,3,-,0.061181,-0.0072,0.022543
117,1,3,서울미시간치과의원,16,3,0.393376,0.153905,0.363433,0.910714,1,-,0.061181,-0.021883,0.021435
118,0,2,강남브엘치과의원,91,138,0.393421,0.156066,0.363267,0.912754,-,-,0.061181,-0.002806,0.022876
119,2,3,소중한치과의원,31,2,0.393376,0.118831,0.363186,0.875393,-,-,0.061181,-0.013951,0.022035
120,0,2,강남치유치과의원 역삼점,246,1057,0.393421,0.403573,0.361801,1.158795,44,338,0.061181,0.032658,0.025552
121,2,3,아름드리치과의원,342,1065,0.393421,0.415315,0.361625,1.170361,-7,554,0.061181,0.020277,0.024617
122,1,3,옥수수치과,383,392,0.393376,0.246458,0.357895,0.997729,1,4,0.061181,0.010935,0.023912
123,1,3,유디치과병원 강남뱅뱅점,281,33,0.393421,0.227327,0.356135,0.976883,-1,-,0.061181,0.000023,0.023089
124,1,3,연세차인호치과의원,21,3983,0.393421,0.425192,0.350519,1.169132,2,842,0.061181,0.007652,0.023664
125,1,3,아름다운이치과의원,31,1,0.393376,0.120609,0.347775,0.86176,-1,-,0.061181,0.016061,0.024299
126,1,3,쎌치과의원,29,26,0.393376,0.144904,0.345812,0.884092,-,-,0.061181,0.011743,0.023973
127,1,3,세이프플란트치과의원,853,4091,0.393421,0.341515,0.344527,1.079463,21,312,0.061181,0.028162,0.025212
128,1,3,웃는오늘치과의원,51,1,0.393421,0.168944,0.336635,0.899,-,-,0.061181,0.018691,0.024498
129,1,3,서울라라치과의원,463,4125,0.393421,0.456035,0.336445,1.185901,14,1076,0.061181,0.024271,0.024919
130,1,3,스타치과의원,26,3,0.393421,0.148631,0.333829,0.875881,-,-,0.061181,0.015271,0.02424
131,0,2,스카이치과의원,485,460,0.393421,0.210003,0.3326,0.936024,1,4,0.061181,0.020875,0.024663
132,2,3,투데이치과의원,107,317,0.393376,0.166296,0.331431,0.891103,-,-1,0.061181,0.000342,0.023113
133,1,3,서울가지런이치과교정과치과의원,145,504,0.393376,0.229233,0.330258,0.952867,-,8,0.061181,0.007699,0.023669
134,1,3,연세지디치과의원,52,2,0.393376,0.148606,0.329443,0.871425,-,-,0.061181,0.002182,0.023252
135,1,3,서울유러치과의원,117,6,0.393421,0.180707,0.324646,0.898774,1,-,0.061181,0.008983,0.023765
136,1,3,사랑의치과의원,322,18,0.393376,0.204102,0.324397,0.921875,3,-,0.061181,0.00941,0.023797
137,0,2,강남브라운치과의원,270,1446,0.393421,0.323121,0.323644,1.040186,1,7,0.061181,0.013125,0.024078
138,2,3,바노바기 일레븐치과의원,716,786,0.393421,0.299436,0.322176,1.015033,9,95,0.061181,-0.008921,0.022414
139,8,1,덴티크치과의원,47,1781,0.393421,0.40487,0.321485,1.119776,20,1410,0.061181,0.105911,0.031081
140,11,1,루시드치과의원Hot,747,4174,0.393421,0.478983,0.318025,1.190429,5,743,0.061181,0.071678,0.028497
141,2,3,어울림치과의원,228,45,0.393421,0.178667,0.317575,0.889663,5,-,0.061181,0.00657,0.023583
142,1,3,이손치과의원,50,3,0.393376,0.190985,0.317398,0.901759,-,-,0.061181,0.019374,0.02455
143,3,3,믿음치과의원,24,3,0.393376,0.123475,0.316414,0.833265,-,-,0.061181,0.001607,0.023209
144,2,3,웰플란트치과의원,8,0,0.393376,0.054394,0.316256,0.764026,-,-,0.061181,0.007787,0.023675
145,2,3,서울턱치과의원,73,28,0.393376,0.230616,0.316048,0.94004,2,1,0.061181,0.005102,0.023472
146,2,3,샬롬치과의원,46,1,0.393376,0.156058,0.314037,0.863471,-,-,0.061181,-0.003703,0.022808
147,2,3,연세케이치과의원,33,1,0.393376,0.080692,0.313222,0.78729,-,-,0.061181,-0.006411,0.022603
148,1,1,큐원치과의원,468,367,0.393421,0.234525,0.313102,0.941048,27,5,0.061181,0.00245,0.023273
149,1,3,오에프피구강내과치과의원,160,30,0.393421,0.233779,0.3129,0.9401,-,-,0.061181,-0.006896,0.022566
150,4,3,이현아치과의원,19,1,0.393376,0.08701,0.312318,0.792704,-,-,0.061181,-0.016729,0.021824
151,1,3,미형치과의원,15,0,0.393376,0.107716,0.311983,0.813075,1,-,0.061181,-0.009165,0.022395
152,0,2,청아치과의원,69,53,0.393376,0.198734,0.311398,0.903508,1,1,0.061181,-0.011708,0.022204
153,0,2,김광현치과의원,0,0,0.393376,0.024353,0.311144,0.728873,-,-,0.061181,-0.009484,0.022371
154,0,2,행복드림치과의원,297,1368,0.393421,0.344145,0.309838,1.047404,6,211,0.061181,-0.02274,0.021371
155,0,2,신사이사랑치과의원 언주역,491,1386,0.393421,0.234531,0.308178,0.93613,1,1,0.061181,-0.002973,0.022863
156,4,1,청아한치과의원,48,0,0.393376,0.143706,0.307535,0.844617,-,-,0.061181,0.012683,0.024045
157,2,1,노박치과의원,20,6,0.393376,0.140058,0.307522,0.840956,-,-,0.061181,0.009347,0.023793
158,2,3,헵시바치과의원,43,24,0.393376,0.156099,0.307455,0.85693,-,-,0.061181,-0.006819,0.022572
159,3,1,길튼치과의원,312,250,0.393421,0.24489,0.306848,0.945159,1,-,0.061181,0.018675,0.024496
160,1,1,르블랑치과의원,233,38,0.393421,0.275035,0.305853,0.974309,-4,-,0.061181,-0.001965,0.022939
161,4,1,강남푸른치과의원,214,538,0.393421,0.273098,0.305017,0.971536,2,-,0.061181,0.017392,0.0244
162,2,1,강남미라인치과의원,189,79,0.393421,0.252487,0.304971,0.950879,5,-1,0.061181,-0.001025,0.02301
163,5,3,김승수치과의원,80,1,0.393376,0.168348,0.304709,0.866433,1,-,0.061181,-0.032674,0.020622
164,1,3,강남박치과의원,20,1,0.393376,0.110631,0.304314,0.808321,-,-,0.061181,-0.011264,0.022237
165,8,3,재주좋은치과의원 서초본원,248,1302,0.393421,0.371239,0.303796,1.068456,7,137,0.061181,-0.051291,0.019217
166,0,2,스타일치과의원,35,4,0.393376,0.092718,0.301886,0.78798,-,-,0.061181,0.009531,0.023807
167,0,2,역삼옥스치과의원,31,11,0.393376,0.177844,0.298073,0.869293,1,-,0.061181,-0.002562,0.022894
168,1,1,김종삼치과의원,91,2,0.393376,0.164739,0.296332,0.854447,2,-,0.061181,0.004742,0.023445
169,1,3,스마일라인치과의원,252,75,0.393421,0.168473,0.29606,0.857954,10,-,0.061181,-0.000458,0.023052
170,1,1,유씨강남치과의원,568,2050,0.393421,0.365072,0.295066,1.053559,16,-18,0.061181,0.005006,0.023465
171,1,3,역삼 연 치과의원,89,4,0.393421,0.146466,0.293867,0.833754,2,-,0.061181,-0.016789,0.02182
172,0,2,김태영치과의원,174,1,0.393376,0.171741,0.29357,0.858687,2,-,0.061181,-0.001002,0.023011
173,0,2,메르덴플러스치과의원,146,1,0.393376,0.160078,0.291033,0.844487,-,-,0.061181,0.000563,0.02313
174,0,2,더블유스타일치과의원,421,219,0.393421,0.245337,0.289832,0.92859,25,9,0.061181,0.001944,0.023234
175,0,2,에이스플란트치과의원,165,389,0.393376,0.203719,0.288568,0.885663,-,1,0.061181,-0.004034,0.022783
176,3,1,블랑쉬치과의원,410,568,0.393421,0.316025,0.286483,0.995929,13,15,0.061181,0.034233,0.025671
177,0,2,와이구강악안면외과치과의원,98,343,0.393376,0.221851,0.285023,0.90025,-1,7,0.061181,0.004944,0.023461
178,0,2,SJ서울삼정치과의원,31,0,0.393376,0.11413,0.284166,0.791672,-,-,0.061181,-0.005498,0.022672
179,3,3,화음치과의원,128,3,0.393376,0.163784,0.284132,0.841292,1,-,0.061181,-0.007106,0.022551
180,0,2,화이트플란트치과의원,23,11,0.393376,0.142241,0.283189,0.818806,-,-,0.061181,0.007516,0.023654
181,0,2,역삼365치과의원,38,0,0.393376,0.253048,0.279293,0.925717,3,-,0.061181,0.01751,0.024408
182,0,2,좋은얼굴삼풍치과의원,513,349,0.393421,0.277498,0.278037,0.948956,11,-,0.061181,0.001992,0.023237
183,0,2,예그린치과의원,14,3,0.393376,0.089697,0.276586,0.759659,-,-,0.061181,-0.008341,0.022458
184,2,1,박치과의원,153,79,0.393376,0.173016,0.276554,0.842946,-,-,0.061181,0.018382,0.024474
185,1,3,교대사랑이치과의원,130,2,0.393421,0.165526,0.27606,0.835007,1,-,0.061181,0.002847,0.023302
186,1,3,박재하 치과의원,15,0,0.393421,0.082698,0.275475,0.751594,-,-,0.061181,0.000813,0.023149
187,0,2,뉴욕치과의원,33,3,0.393421,0.160086,0.275456,0.828963,-,-,0.061181,0.016626,0.024342
188,0,2,고운미소치과의원,40,0,0.393376,0.170297,0.272816,0.836489,1,-1,0.061181,0.007752,0.023712
189,0,2,서초부부치과의원,44,1,0.393376,0.165832,0.271599,0.830807,-,-,0.061181,-0.000679,0.023036
190,2,1,플러스치과의원,16,0,0.393376,0.07241,0.271408,0.737194,1,-,0.061181,0.006847,0.023604
191,2,1,장순희치과의원,15,1,0.393376,0.093309,0.271377,0.758062,-,-,0.061181,0.019829,0.024584
192,2,3,문항진치과의원,25,5,0.393376,0.113127,0.271152,0.777655,-,-,0.061181,-0.004397,0.022755
193,2,3,미화이트치과의원,41,7,0.393421,0.151904,0.269563,0.814888,-,-,0.061181,-0.018272,0.021708
194,1,1,허정민치과교정과치과의원,73,11,0.393421,0.215432,0.267598,0.876451,-,1,0.061181,0.013988,0.024143
195,1,1,서울이좋은치과의원,104,786,0.393421,0.211075,0.266562,0.871058,1,6,0.061181,0.006234,0.023558
196,1,1,파크에비뉴치과의원,654,177,0.393376,0.199683,0.266334,0.859393,24,8,0.061181,0.011586,0.023962
197,3,3,미소랑치과의원,124,4171,0.393421,0.282751,0.265206,0.941378,-,-1,0.061181,-0.018487,0.021692
198,0,2,이믿음치과의원,256,1699,0.393421,0.373566,0.265055,1.032042,4,111,0.061181,-0.005187,0.022695
199,1,1,홈플란트치과의원,441,1980,0.393421,0.401038,0.26367,1.058129,3,277,0.061181,0.030082,0.025357
200,1,3,유디학동치과의원,250,3,0.393421,0.187597,0.260764,0.841782,2,-,0.061181,-0.010572,0.022289
201,5,1,강남샘치과의원,337,1533,0.393421,0.341733,0.259507,0.994661,-1,131,0.061181,0.022714,0.024802
202,2,1,위즈치과의원,67,10,0.393376,0.25551,0.259275,0.908161,-,-,0.061181,0.011399,0.023948
203,2,1,하임치과의원,109,29,0.393376,0.217454,0.259116,0.869946,-,-,0.061181,0.015732,0.024274
204,1,3,강남모아치과의원,259,14,0.393421,0.197016,0.258904,0.849341,-,-,0.061181,-0.000829,0.023025
205,4,3,정으로가는치과의원,201,877,0.393421,0.183467,0.258735,0.835623,-,7,0.061181,-0.010324,0.022308
206,4,3,석엠에스오,3,0,0.393376,0.025014,0.258218,0.676608,-,-,0.061181,-0.010741,0.022277
207,2,1,임성균치과의원,3,1,0.393376,0.031505,0.257506,0.682387,-,1,0.061181,0.029364,0.025303
208,1,3,로하스치과,3,4,0.393376,0.029003,0.256787,0.679166,-,-,0.061181,0.001405,0.023193
209,83,1,CHA의과학대학교 강남차병원Hot,445,778,0.367674,0.414022,0.255738,1.037434,2,-4,0.061181,0.001405,0.023193
210,2,3,공치과의원,200,29,0.393421,0.209869,0.254522,0.857812,-,-,0.061181,-0.012099,0.022174
211,1,3,서울호호치과의원,96,1,0.393376,0.170276,0.253419,0.817071,-,-,0.061181,-0.021346,0.021476
212,1,1,가나가와치과의원,142,32,0.393376,0.222959,0.253396,0.869731,1,-,0.061181,0.010309,0.023865
213,2,3,뿌리와새싹치과의원,110,6,0.393421,0.148044,0.253052,0.794517,3,-,0.061181,-0.015042,0.021952
214,2,3,논현수치과의원,28,154,0.393376,0.162965,0.252799,0.80914,-,1,0.061181,-0.001751,0.022955
215,1,1,덴토피아치과의원,17,5,0.393421,0.182938,0.251837,0.828196,-,-,0.061181,0.03307,0.025583
216,1,3,덴타피아치과의원 강남점,71,191,0.393421,0.140775,0.251744,0.78594,-,-,0.061181,0.014429,0.024177
217,3,3,4월31일치과의원,45,9,0.393376,0.192522,0.251501,0.837399,-,-,0.061181,-0.007727,0.022504
218,1,3,김훈바른이치과교정과치과의원,117,65,0.393421,0.218221,0.249031,0.860673,1,-,0.061181,0.005469,0.0235
219,1,3,케이에스치과의원,48,2,0.393376,0.198633,0.24887,0.840879,-,-,0.061181,0.006424,0.023572
220,1,3,서울미래치과의원,192,316,0.393421,0.224453,0.247321,0.865195,-1,-,0.061181,0.003398,0.023343
221,0,2,박건배치과의원,16,4,0.393376,0.113315,0.245541,0.752232,-,-,0.061181,-0.002637,0.022889
222,0,2,더밝은치과의원,17,1,0.393376,0.140749,0.24447,0.778595,1,-,0.061181,-0.005967,0.022637
223,1,1,엘치과의원,12,4,0.393376,0.175875,0.244163,0.813414,-,-,0.061181,0.013009,0.024069
224,4,3,컴플란트치과의원,235,359,0.393421,0.277604,0.243921,0.914946,5,11,0.061181,-0.037326,0.02027
225,2,3,스마일스튜디오치과의원,335,31,0.393421,0.199365,0.243475,0.836261,-1,14,0.061181,0.00045,0.023121
226,0,2,스노우치과의원,912,1654,0.393421,0.265618,0.242874,0.901913,19,21,0.061181,0.008401,0.023722
227,4,1,올소치과의원,801,760,0.393376,0.300615,0.242415,0.936406,6,3,0.061181,0.022219,0.024764
228,5,1,온마음치과의원,162,1,0.393421,0.176143,0.242251,0.811815,9,-,0.061181,0.02807,0.025206
229,0,2,에버엠치과의원,138,79,0.393376,0.176631,0.24168,0.811687,8,4,0.061181,0.013416,0.023788
230,5,3,연세고운미소치과의원 양재점,239,675,0.393376,0.22163,0.241381,0.856387,2,8,0.061181,-0.015928,0.021885
231,4,3,서울양치과의원 양재,318,1357,0.393421,0.391996,0.240926,1.026343,9,85,0.061181,-0.008084,0.022477
