rank,rank_change,rank_trend,company_name_category,visitor_reviews,blog_reviews,n1,n2,n3,sum,visitor_reviews_change,blog_reviews_change,n1_change,n2_change,n3_change
128,0,2,웃는오늘치과의원,51,1,0.393421,0.168944,0.336635,0.899,-,-,0.064377,0.011528,0.025163
129,2,3,서울라라치과의원,463,4125,0.393421,0.456035,0.336445,1.185901,15,632,0.064377,0.007029,0.024824
130,1,3,스타치과의원,26,3,0.393421,0.148631,0.333829,0.875881,-,-,0.064377,0.016259,0.025521
131,1,3,스카이치과의원,485,460,0.393421,0.210003,0.3326,0.936024,1,3,0.064377,0.007517,0.024861
132,1,3,투데이치과의원,107,317,0.393376,0.166296,0.331431,0.891103,-,-1,0.064378,0.009842,0.025036
133,1,3,서울가지런이치과교정과치과의원,145,504,0.393376,0.229233,0.330258,0.952867,-,5,0.064378,0.004058,0.0246
134,1,3,연세지디치과의원,52,2,0.393376,0.148606,0.329443,0.871425,-,-,0.064378,-0.006338,0.023815
135,2,1,서울유러치과의원,117,6,0.393421,0.180707,0.324646,0.898774,1,-,0.064377,0.027474,0.026367
136,2,3,사랑의치과의원,322,18,0.393376,0.204102,0.324397,0.921875,3,-,0.064378,0.002539,0.024485
137,2,3,강남브라운치과의원,270,1446,0.393421,0.323121,0.323644,1.040186,1,6,0.064377,-0.007105,0.023757
138,2,3,바노바기 일레븐치과의원,716,786,0.393421,0.299436,0.322176,1.015033,5,84,0.064377,-0.013174,0.023299
139,0,2,덴티크치과의원,47,1781,0.393421,0.40487,0.321485,1.119776,14,858,0.064377,0.038315,0.027185
140,0,2,루시드치과의원,747,4174,0.393421,0.478983,0.318025,1.190429,2,427,0.064377,0.005134,0.024681
141,1,1,어울림치과의원,228,45,0.393421,0.178667,0.317575,0.889663,4,-,0.064377,0.013355,0.025302
142,1,3,이손치과의원,50,3,0.393376,0.190985,0.317398,0.901759,-,-,0.064378,0.008801,0.024958
143,0,2,믿음치과의원,24,3,0.393376,0.123475,0.316414,0.833265,-,-,0.064378,0.003454,0.024554
144,0,2,웰플란트치과의원,8,0,0.393376,0.054394,0.316256,0.764026,-,-,0.064378,0.01255,0.025241
145,0,2,서울턱치과의원,73,28,0.393376,0.230616,0.316048,0.94004,2,-,0.064378,0.020551,0.025844
146,1,1,샬롬치과의원,46,1,0.393376,0.156058,0.314037,0.863471,-,-,0.064378,0.010138,0.025058
147,1,3,연세케이치과의원,33,1,0.393376,0.080692,0.313222,0.78729,-,-,0.064378,-0.004156,0.02398
148,3,1,큐원치과의원,468,367,0.393421,0.234525,0.313102,0.941048,18,5,0.064377,0.016171,0.025514
149,1,3,오에프피구강내과치과의원,160,30,0.393421,0.233779,0.3129,0.9401,-,-,0.064377,0.001929,0.024439
150,1,3,이현아치과의원,19,1,0.393376,0.08701,0.312318,0.792704,-,-,0.064378,-0.004443,0.023958
151,1,3,미형치과의원,15,0,0.393376,0.107716,0.311983,0.813075,-,-,0.064378,0.001085,0.024375
152,1,1,청아치과의원,69,53,0.393376,0.198734,0.311398,0.903508,1,-,0.064378,0.018832,0.025715
153,1,3,김광현치과의원,0,0,0.393376,0.024353,0.311144,0.728873,-,-,0.064378,-0.001398,0.024188
154,0,2,행복드림치과의원,297,1368,0.393421,0.344145,0.309838,1.047404,4,208,0.064377,0.004202,0.024611
155,1,1,신사이사랑치과의원 언주역,491,1386,0.393421,0.234531,0.308178,0.93613,1,-2,0.064377,0.007268,0.024842
156,3,1,청아한치과의원,48,0,0.393376,0.143706,0.307535,0.844617,-,-,0.064378,0.014923,0.02542
157,4,1,노박치과의원,20,6,0.393376,0.140058,0.307522,0.840956,-,-,0.064378,0.019361,0.025755
158,3,3,헵시바치과의원,43,24,0.393376,0.156099,0.307455,0.85693,-,-,0.064378,-0.017973,0.022937
159,1,1,길튼치과의원,312,250,0.393421,0.24489,0.306848,0.945159,-,-,0.064377,0.007962,0.024894
160,3,1,르블랑치과의원,233,38,0.393421,0.275035,0.305853,0.974309,1,-,0.064377,0.026949,0.026327
161,3,1,강남푸른치과의원,214,538,0.393421,0.273098,0.305017,0.971536,1,-,0.064377,0.016313,0.025525
162,3,1,강남미라인치과의원,189,79,0.393421,0.252487,0.304971,0.950879,3,-1,0.064377,0.019032,0.02573
163,5,3,김승수치과의원,80,1,0.393376,0.168348,0.304709,0.866433,1,-,0.064378,-0.023638,0.02251
164,2,3,강남박치과의원,20,1,0.393376,0.110631,0.304314,0.808321,-,-,0.064378,-0.008125,0.023681
165,8,3,재주좋은치과의원 서초본원,248,1302,0.393421,0.371239,0.303796,1.068456,3,91,0.064377,-0.04203,0.021122
166,0,2,스타일치과의원,35,4,0.393376,0.092718,0.301886,0.78798,-,-,0.064378,0.002058,0.024449
167,0,2,역삼옥스치과의원,31,11,0.393376,0.177844,0.298073,0.869293,-,-,0.064378,-0.016393,0.023056
168,0,2,김종삼치과의원,91,2,0.393376,0.164739,0.296332,0.854447,2,-,0.064378,-0.003238,0.024049
169,0,2,스마일라인치과의원,252,75,0.393421,0.168473,0.29606,0.857954,5,-,0.064377,-0.000195,0.024279
170,1,1,유씨강남치과의원,568,2050,0.393421,0.365072,0.295066,1.053559,10,-14,0.064377,0.012361,0.025226
171,1,3,역삼 연 치과의원,89,4,0.393421,0.146466,0.293867,0.833754,1,-,0.064377,-0.003629,0.02402
172,0,2,김태영치과의원,174,1,0.393376,0.171741,0.29357,0.858687,2,-,0.064378,0.00302,0.024521
173,0,2,메르덴플러스치과의원,146,1,0.393376,0.160078,0.291033,0.844487,-,-,0.064378,-0.001123,0.024209
174,0,2,더블유스타일치과의원,421,219,0.393421,0.245337,0.289832,0.92859,15,8,0.064377,0.010893,0.025115
175,0,2,에이스플란트치과의원,165,389,0.393376,0.203719,0.288568,0.885663,-,-,0.064378,0.003585,0.024564
176,0,2,블랑쉬치과의원,410,568,0.393421,0.316025,0.286483,0.995929,10,10,0.064377,-0.0029,0.024075
177,1,1,와이구강악안면외과치과의원,98,343,0.393376,0.221851,0.285023,0.90025,-1,5,0.064378,0.015848,0.02549
178,1,3,SJ서울삼정치과의원,31,0,0.393376,0.11413,0.284166,0.791672,-,-,0.064378,-0.003082,0.024061
179,0,2,화음치과의원,128,3,0.393376,0.163784,0.284132,0.841292,1,-,0.064378,0.008937,0.024968
180,0,2,화이트플란트치과의원,23,11,0.393376,0.142241,0.283189,0.818806,-,-,0.064378,0.010153,0.02506
181,0,2,역삼365치과의원,38,0,0.393376,0.253048,0.279293,0.925717,2,-,0.064378,0.018853,0.025716
182,0,2,좋은얼굴삼풍치과의원,513,349,0.393421,0.277498,0.278037,0.948956,7,-,0.064377,0.003842,0.024583
183,0,2,예그린치과의원,14,3,0.393376,0.089697,0.276586,0.759659,-,-,0.064378,-0.00252,0.024103
184,1,1,박치과의원,153,79,0.393376,0.173016,0.276554,0.842946,-,-,0.064378,0.014808,0.025411
185,1,3,교대사랑이치과의원,130,2,0.393421,0.165526,0.27606,0.835007,-,-,0.064377,0.002714,0.024499
186,0,2,박재하 치과의원,15,0,0.393421,0.082698,0.275475,0.751594,-,-,0.064377,0.00822,0.024914
187,1,1,뉴욕치과의원,33,3,0.393421,0.160086,0.275456,0.828963,-,-,0.064377,0.025265,0.0262
188,1,3,고운미소치과의원,40,0,0.393376,0.170297,0.272816,0.836489,1,-1,0.064378,-0.016071,0.023081
189,0,2,서초부부치과의원,44,1,0.393376,0.165832,0.271599,0.830807,-,-,0.064378,-0.009283,0.023593
190,2,1,플러스치과의원,16,0,0.393376,0.07241,0.271408,0.737194,-,-,0.064378,0.016468,0.025536
191,0,2,장순희치과의원,15,1,0.393376,0.093309,0.271377,0.758062,-,-,0.064378,0.011769,0.025182
192,2,3,문항진치과의원,25,5,0.393376,0.113127,0.271152,0.777655,-,-,0.064378,0.008007,0.024897
193,0,2,미화이트치과의원,41,7,0.393421,0.151904,0.269563,0.814888,-,-,0.064377,-0.007141,0.023754
194,0,2,허정민치과교정과치과의원,73,11,0.393421,0.215432,0.267598,0.876451,-,1,0.064377,0.013922,0.025344
195,0,2,서울이좋은치과의원,104,786,0.393421,0.211075,0.266562,0.871058,1,6,0.064377,0.005647,0.02472
196,2,1,파크에비뉴치과의원,654,177,0.393376,0.199683,0.266334,0.859393,16,5,0.064378,0.021225,0.025896
197,1,3,미소랑치과의원,124,4171,0.393421,0.282751,0.265206,0.941378,-,-1,0.064377,-0.004975,0.023918
198,1,3,이믿음치과의원,256,1699,0.393421,0.373566,0.265055,1.032042,1,85,0.064377,-0.006393,0.023811
199,0,2,홈플란트치과의원,441,1980,0.393421,0.401038,0.26367,1.058129,2,140,0.064377,-0.013265,0.023292
200,0,2,유디학동치과의원,250,3,0.393421,0.187597,0.260764,0.841782,2,-,0.064377,-0.014464,0.023202
201,4,1,강남샘치과의원,337,1533,0.393421,0.341733,0.259507,0.994661,-1,92,0.064377,0.023791,0.026089
202,0,2,위즈치과의원,67,10,0.393376,0.25551,0.259275,0.908161,-,-,0.064378,0.004588,0.02464
203,3,1,하임치과의원,109,29,0.393376,0.217454,0.259116,0.869946,-,-,0.064378,0.029002,0.026482
204,0,2,강남모아치과의원,259,14,0.393421,0.197016,0.258904,0.849341,-,-,0.064377,0.006007,0.024747
205,4,3,정으로가는치과의원,201,877,0.393421,0.183467,0.258735,0.835623,-,5,0.064377,-0.007139,0.023754
206,3,3,석엠에스오,3,0,0.393376,0.025014,0.258218,0.676608,-,-,0.064378,-0.008368,0.023662
207,0,2,임성균치과의원,3,1,0.393376,0.031505,0.257506,0.682387,-,1,0.064378,0.012437,0.025232
208,0,2,로하스치과,3,4,0.393376,0.029003,0.256787,0.679166,-,-,0.064378,0.002929,0.024514
209,83,1,CHA의과학대학교 강남차병원,445,778,0.367674,0.414022,0.255738,1.037434,1,-4,0.064378,0.002929,0.024514
210,1,3,공치과의원,200,29,0.393421,0.209869,0.254522,0.857812,-,-,0.064377,-0.026547,0.02229
211,1,3,서울호호치과의원,96,1,0.393376,0.170276,0.253419,0.817071,-,-,0.064378,-0.021729,0.022653
212,0,2,가나가와치과의원,142,32,0.393376,0.222959,0.253396,0.869731,-,-,0.064378,0.007585,0.024866
213,2,3,뿌리와새싹치과의원,110,6,0.393421,0.148044,0.253052,0.794517,3,-,0.064377,-0.014916,0.023167
214,0,2,논현수치과의원,28,154,0.393376,0.162965,0.252799,0.80914,-,1,0.064378,0.021087,0.025885
215,1,1,덴토피아치과의원,17,5,0.393421,0.182938,0.251837,0.828196,-,-,0.064377,0.024287,0.026126
216,1,3,덴타피아치과의원 강남점,71,191,0.393421,0.140775,0.251744,0.78594,-,-,0.064377,0.020386,0.025832
217,4,3,4월31일치과의원,45,9,0.393376,0.192522,0.251501,0.837399,-,-,0.064378,-0.002151,0.024131
218,0,2,김훈바른이치과교정과치과의원,117,65,0.393421,0.218221,0.249031,0.860673,-,-,0.064377,0.005168,0.024684
219,2,3,케이에스치과의원,48,2,0.393376,0.198633,0.24887,0.840879,-,-,0.064378,0.000561,0.024336
220,1,3,서울미래치과의원,192,316,0.393421,0.224453,0.247321,0.865195,-1,-,0.064377,0.014403,0.02538
221,1,3,박건배치과의원,16,4,0.393376,0.113315,0.245541,0.752232,-,-,0.064378,-0.00542,0.023885
222,0,2,더밝은치과의원,17,1,0.393376,0.140749,0.24447,0.778595,-,-,0.064378,-0.000624,0.024247
223,1,1,엘치과의원,12,4,0.393376,0.175875,0.244163,0.813414,-,-,0.064378,0.014544,0.025391
224,3,3,컴플란트치과의원,235,359,0.393421,0.277604,0.243921,0.914946,2,7,0.064377,-0.026794,0.022271
225,2,3,스마일스튜디오치과의원,335,31,0.393421,0.199365,0.243475,0.836261,-2,10,0.064377,0.003065,0.024524
226,1,3,스노우치과의원,912,1654,0.393421,0.265618,0.242874,0.901913,8,16,0.064377,0.000507,0.024332
227,1,3,올소치과의원,801,760,0.393376,0.300615,0.242415,0.936406,4,2,0.064378,0.006787,0.024805
228,1,3,온마음치과의원,162,1,0.393421,0.176143,0.242251,0.811815,9,-,0.064377,0.009976,0.025046
229,2,1,에버엠치과의원,138,79,0.393376,0.176631,0.24168,0.811687,8,3,0.064378,0.015008,0.025114
230,2,3,연세고운미소치과의원 양재점,239,675,0.393376,0.22163,0.241381,0.856387,1,5,0.064378,-0.001087,0.024211
231,2,3,서울양치과의원 양재,318,1357,0.393421,0.391996,0.240926,1.026343,5,57,0.064377,-0.005759,0.023858
